File Name,Ticker,Earnings Date and Time,closing_price_next_day,closing_price_previous_day,price_7_days_before,price_15_days_before,perc_change_next_prev,perc_change_prev_7,perc_change_7_15
ABTQ12021,ABT,"April 20, 2021 at 9:30 AM ET",113.7068099975586,117.99922943115234,114.14051055908203,113.05481719970703,-3.64,3.38,0.96
ABTQ12022,ABT,"November 9, 2021 at 9:00 AM ET",120.71998596191406,121.07328033447266,123.06888580322266,113.95020294189453,-0.29,-1.62,8.0
ABTQ12023,ABT,"April 19, 2023 at 9:00 AM ET",110.05865478515625,102.08040618896484,101.13392639160156,96.17963409423828,7.82,0.94,5.15
ABTQ22013,ABT,"July 17, 2013 at 9:00 AM ET",29.123332977294922,29.025774002075195,28.673967361450195,28.827823638916016,0.34,1.23,-0.53
ABTQ22014,ABT,"July 16, 2014 at 9:00 AM ET",34.08646011352539,34.18610382080078,34.28453826904297,33.615543365478516,-0.29,-0.29,1.99
ABTQ22015,ABT,"July 22, 2015 at 9:00 AM ET",43.20872116088867,42.1746940612793,42.140785217285156,41.76952362060547,2.45,0.08,0.89
ABTQ22016,ABT,"July 20, 2016 at 9:00 AM ET",37.03813552856445,36.29998779296875,36.35395431518555,33.289939880371094,2.03,-0.15,9.2
ABTQ22017,ABT,"July 20, 2017 at 9:00 AM ET",45.24958419799805,43.9859733581543,42.611141204833984,43.12441635131836,2.87,3.23,-1.19
ABTQ22018,ABT,"July 20, 2018 at 9:00 AM ET",57.42340087890625,57.8405647277832,56.48932647705078,55.06287384033203,-0.72,2.39,2.59
ABTQ22019,ABT,"July 17, 2019 at 9:00 AM ET",79.07170867919922,76.67447662353516,78.1612548828125,76.20468139648438,3.13,-1.9,2.57
ABTQ22020,ABT,"July 16, 2020 at 9:30 AM ET",90.34400939941406,90.65328216552734,86.31641387939453,83.66515350341797,-0.34,5.02,3.17
ABTQ22021,ABT,"July 22, 2021 at 9:00 AM ET",112.47516632080078,113.16950225830078,112.42760467529297,111.0157470703125,-0.61,0.66,1.27
ABTQ22022,ABT,"February 3, 2022 at 9:00 AM ET",124.6719741821289,124.60490417480469,118.11786651611328,124.23121643066406,0.05,5.49,-4.92
ABTQ22023,ABT,"July 20, 2023 at 9:30 AM ET",110.13346862792969,105.6524887084961,105.36383056640625,105.52066802978516,4.24,0.27,-0.15
ABTQ32014,ABT,"October 22, 2014 at 9:00 AM ET",34.718326568603516,35.38615036010742,34.15902328491211,34.194400787353516,-1.89,3.59,-0.1
ABTQ32015,ABT,"October 21, 2015 at 9:00 AM ET",35.974815368652344,35.582672119140625,35.233150482177734,34.08893966674805,1.1,0.99,3.36
ABTQ32016,ABT,"October 19, 2016 at 9:00 AM ET",34.966392517089844,35.98015213012695,37.77629470825195,36.72551345825195,-2.82,-4.75,2.86
ABTQ32017,ABT,"October 18, 2017 at 9:00 AM ET",49.87047576904297,49.23558044433594,48.63996887207031,46.40640640258789,1.29,1.22,4.81
ABTQ32018,ABT,"October 17, 2018 at 9:00 AM ET",63.95178985595703,64.60742950439453,64.7872543334961,66.05686950683594,-1.01,-0.28,-1.92
ABTQ32019,ABT,"October 16, 2019 at 9:00 AM ET",75.70438385009766,75.88951873779297,74.71979522705078,76.39787292480469,-0.24,1.57,-2.2
ABTQ32020,ABT,"October 21, 2020 at 9:00 AM ET",99.60620880126953,101.89114379882812,104.07367706298828,101.9931411743164,-2.24,-2.1,2.04
ABTQ32021,ABT,"October 20, 2021 at 9:00 AM ET",117.74089813232422,113.9501953125,111.17205810546875,113.6260757446289,3.33,2.5,-2.16
ABTQ32022,ABT,"May 5, 2022 at 9:00 AM ET",108.7182846069336,111.30613708496094,112.52790832519531,113.22057342529297,-2.32,-1.09,-0.61
ABTQ32023,ABT,"October 18, 2023 at 9:00 AM ET",94.63125610351562,91.24449157714844,95.2920913696289,94.08074951171875,3.71,-4.25,1.29
ABTQ42014,ABT,"January 29, 2015 at 9:00 AM ET",37.98194885253906,36.42943572998047,37.109188079833984,38.132572174072266,4.26,-1.83,-2.68
ABTQ42015,ABT,"January 28, 2016 at 9:00 AM ET",31.49216651916504,34.717735290527344,34.68341827392578,35.412174224853516,-9.29,0.1,-2.06
ABTQ42016,ABT,"January 25, 2017 at 9:00 AM ET",35.45613479614258,35.45612335205078,36.00148391723633,34.39832305908203,0.0,-1.51,4.66
ABTQ42017,ABT,"January 24, 2017 at 9:00 AM ET",35.45613479614258,35.48251724243164,36.00148391723633,34.127403259277344,-0.07,-1.44,5.49
ABTQ42018,ABT,"January 23, 2019 at 9:00 AM ET",63.95559310913086,65.4010238647461,62.45526123046875,63.287044525146484,-2.21,4.72,-1.31
ABTQ42019,ABT,"January 22, 2020 at 9:30 AM ET",85.3967056274414,83.41654968261719,78.7962646484375,80.40697479248047,2.37,5.86,-2.0
ABTQ42020,ABT,"January 27, 2021 at 9:00 AM ET",107.90009307861328,108.31549072265625,105.07725524902344,103.64950561523438,-0.38,3.08,1.38
ABTQ42021,ABT,"August 4, 2021 at 4:30 PM ET",116.24176025390625,115.63302612304688,113.68313598632812,111.4478988647461,0.53,1.72,2.01
ABTQ42022,ABT,"January 25, 2023 at 9:00 AM ET",108.25328826904297,109.74543762207031,110.70118713378906,107.96923065185547,-1.36,-0.86,2.53
ABTQ42023,ABT,"January 24, 2024 at 9:00 AM ET",110.22335052490234,113.43741607666016,113.35780334472656,108.45558166503906,-2.83,0.07,4.52
ACNQ12015,ACN,"December 18, 2014 at 8:00 AM ET",76.72035217285156,72.92452239990234,72.8218994140625,72.79627990722656,5.21,0.14,0.04
ACNQ12016,ACN,"December 17, 2015 at 8:00 AM ET",90.18164825439453,95.2645034790039,95.11605072021484,93.53529357910156,-5.34,0.16,1.69
ACNQ12017,ACN,"December 21, 2016 at 8:00 AM ET",105.0486831665039,110.5728759765625,110.13628387451172,106.41191864013672,-5.0,0.4,3.5
ACNQ12018,ACN,"December 21, 2017 at 8:00 AM ET",140.16180419921875,137.9348602294922,138.25299072265625,134.53533935546875,1.61,-0.23,2.76
ACNQ12019,ACN,"December 20, 2018 at 8:00 AM ET",132.78961181640625,139.69288635253906,146.48501586914062,149.04824829101562,-4.94,-4.64,-1.72
ACNQ12020,ACN,"December 19, 2019 at 8:00 AM ET",195.18472290039062,192.8046417236328,189.1689453125,188.57859802246094,1.23,1.92,0.31
ACNQ12021,ACN,"December 17, 2020 at 8:00 AM ET",251.7963409423828,235.59190368652344,237.88644409179688,237.38186645507812,6.88,-0.96,0.21
ACNQ12022,ACN,"December 16, 2021 at 8:00 AM ET",386.1172180175781,361.7318115234375,357.9150085449219,349.2693176269531,6.74,1.07,2.48
ACNQ12023,ACN,"December 16, 2022 at 8:00 AM ET",258.39599609375,274.6531982421875,280.0950622558594,289.5816955566406,-5.92,-1.94,-3.28
ACNQ12024,ACN,"December 19, 2023 at 8:00 AM ET",338.9550476074219,339.2925109863281,334.7070617675781,330.0719909667969,-0.1,1.37,1.4
ACNQ22015,ACN,"March 26, 2015 at 8:00 AM ET",80.50762939453125,75.41231536865234,75.95091247558594,78.69522094726562,6.76,-0.71,-3.49
ACNQ22016,ACN,"March 24, 2016 at 8:00 AM ET",99.82337188720703,94.02434539794922,93.50907897949219,89.77989196777344,6.17,0.55,4.15
ACNQ22017,ACN,"March 23, 2017 at 8:00 AM ET",107.59693908691406,112.69346618652344,110.4035873413086,110.79562377929688,-4.52,2.07,-0.35
ACNQ22018,ACN,"March 22, 2018 at 8:00 AM ET",136.55320739746094,147.2789764404297,147.69711303710938,141.93426513671875,-7.28,-0.28,4.06
ACNQ22019,ACN,"March 28, 2019 at 8:00 AM ET",162.04962158203125,154.0452117919922,153.79534912109375,149.77005004882812,5.2,0.16,2.69
ACNQ22020,ACN,"March 19, 2020 at 8:00 AM ET",149.09449768066406,142.18063354492188,164.2014617919922,175.37652587890625,4.86,-13.41,-6.37
ACNQ22021,ACN,"March 18, 2021 at 8:00 AM ET",254.9686737060547,252.4656524658203,243.00790405273438,242.4442596435547,0.99,3.89,0.23
ACNQ22022,ACN,"March 17, 2022 at 8:00 AM ET",308.74749755859375,313.9754333496094,291.46923828125,305.529541015625,-1.67,7.72,-4.6
ACNQ22023,ACN,"March 23, 2023 at 8:00 AM ET",266.4964599609375,248.4560089111328,247.68101501464844,260.2181091308594,7.26,0.31,-4.82
ACNQ22024,ACN,"March 21, 2024 at 8:00 AM ET",343.6991882324219,378.9726257324219,379.0124816894531,373.3344421386719,-9.31,-0.01,1.52
ACNQ32014,ACN,"June 26, 2014 at 8:00 AM ET",68.76807403564453,70.05858612060547,69.5947036743164,70.49722290039062,-1.84,0.67,-1.28
ACNQ32015,ACN,"June 25, 2015 at 8:00 AM ET",85.95684814453125,84.47929382324219,83.55475616455078,82.88943481445312,1.75,1.11,0.8
ACNQ32016,ACN,"June 23, 2016 at 8:00 AM ET",104.85784912109375,104.96365356445312,104.13472747802734,105.14881896972656,-0.1,0.8,-0.96
ACNQ32017,ACN,"June 22, 2017 at 8:00 AM ET",109.90155029296875,114.42977905273438,114.39375305175781,112.79133605957031,-3.96,0.03,1.42
ACNQ32018,ACN,"June 28, 2018 at 8:00 AM ET",150.84356689453125,142.44398498535156,149.75233459472656,147.2764892578125,5.9,-4.88,1.68
ACNQ32019,ACN,"June 27, 2019 at 8:00 AM ET",170.7440948486328,171.03329467773438,172.14361572265625,168.31820678710938,-0.17,-0.64,2.27
ACNQ32020,ACN,"June 25, 2020 at 8:00 AM ET",205.34645080566406,190.71932983398438,193.13824462890625,191.909912109375,7.67,-1.25,0.64
ACNQ32021,ACN,"June 24, 2021 at 8:00 AM ET",279.3987121582031,273.7831726074219,274.2527160644531,267.96636962890625,2.05,-0.17,2.35
ACNQ32022,ACN,"June 22, 2022 at 8:00 AM ET",277.5856018066406,274.028564453125,267.990234375,289.45855712890625,1.3,2.25,-7.42
ACNQ32023,ACN,"June 22, 2023 at 8:00 AM ET",302.5935974121094,308.4534606933594,310.3836975097656,300.5746765136719,-1.9,-0.62,3.26
ACNQ42014,ACN,"September 24, 2014 at 8:00 AM ET",67.64628601074219,67.14019775390625,67.9836654663086,69.04644012451172,0.75,-1.24,-1.54
ACNQ42015,ACN,"September 24, 2015 at 8:00 AM ET",84.47929382324219,84.55706787109375,84.88540649414062,82.61293029785156,-0.09,-0.39,2.75
ACNQ42016,ACN,"September 29, 2016 at 8:00 AM ET",107.26522064208984,102.86490631103516,97.61804962158203,99.02896881103516,4.28,5.37,-1.42
ACNQ42017,ACN,"September 28, 2017 at 08:00 AM ET",122.72099304199219,123.00904846191406,123.07206726074219,120.8484878540039,-0.23,-0.05,1.84
ACNQ42018,ACN,"September 27, 2018 at 8:00 AM ET",155.93283081054688,158.61041259765625,158.09689331054688,155.30010986328125,-1.69,0.32,1.8
ACNQ42019,ACN,"September 26, 2019 at 8:00 AM ET",179.25326538085938,178.0870361328125,181.89373779296875,186.1297149658203,0.65,-2.09,-2.28
ACNQ42020,ACN,"September 24, 2020 at 8:00 AM ET",203.3484649658203,218.74046325683594,227.79736328125,226.64031982421875,-7.04,-3.98,0.51
ACNQ42021,ACN,"September 23, 2021 at 8:00 AM ET",329.6209411621094,321.6062927246094,327.4299621582031,327.6989440917969,2.49,-1.78,-0.08
ACNQ42022,ACN,"September 22, 2022 at 8:00 AM ET",255.1510467529297,258.16632080078125,273.8263244628906,280.89764404296875,-1.17,-5.72,-2.52
ACNQ42023,ACN,"September 28, 2023 at 8:00 AM ET",297.2868347167969,310.7392272949219,313.6550598144531,324.3992004394531,-4.33,-0.93,-3.31
ADBEQ12015,ADBE,"March 17, 2015 at 5:00 PM ET",76.88999938964844,79.66000366210938,77.55000305175781,77.68000030517578,-3.48,2.72,-0.17
ADBEQ12016,ADBE,"March 17, 2016 at 5:00 PM ET",93.41999816894531,89.95999908447266,84.3499984741211,86.68000030517578,3.85,6.65,-2.69
ADBEQ12017,ADBE,"March 16, 2017 at 5:00 PM ET",127.01000213623047,122.3499984741211,119.9800033569336,118.83000183105469,3.81,1.98,0.97
ADBEQ12018,ADBE,"March 15, 2018 at 5:00 PM ET",225.5500030517578,218.8699951171875,212.00999450683594,202.61000061035156,3.05,3.24,4.64
ADBEQ12019,ADBE,"March 14, 2019 at 5:00 PM ET",257.0899963378906,267.69000244140625,257.3800048828125,257.760009765625,-3.96,4.01,-0.15
ADBEQ12020,ADBE,"March 12, 2020 at 5:00 PM ET",335.5,285.0,348.3399963378906,378.9599914550781,17.72,-18.18,-8.08
ADBEQ12021,ADBE,"March 23, 2021 at 5:00 PM ET",451.510009765625,460.20001220703125,444.29998779296875,466.5899963378906,-1.89,3.58,-4.78
ADBEQ12022,ADBE,"March 22, 2022 at 5:00 PM ET",422.8999938964844,466.45001220703125,416.3800048828125,466.67999267578125,-9.34,12.03,-10.78
ADBEQ12023,ADBE,"March 15, 2023 at 5:00 PM ET",353.2900085449219,333.6099853515625,347.0199890136719,348.7200012207031,5.9,-3.86,-0.49
ADBEQ12024,ADBE,"March 14, 2024 at 5:00 PM ET",492.4599914550781,570.4500122070312,544.8400268554688,537.5700073242188,-13.67,4.7,1.35
ADBEQ22014,ADBE,"June 17, 2014 at 5:00 PM ET",73.08000183105469,67.54000091552734,66.91000366210938,65.25,8.2,0.94,2.54
ADBEQ22015,ADBE,"June 16, 2015 at 5:00 PM ET",77.91000366210938,79.94000244140625,78.86000061035156,79.36000061035156,-2.54,1.37,-0.63
ADBEQ22016,ADBE,"June 21, 2016 at 5:00 PM ET",94.01000213623047,99.72000122070312,97.08999633789062,99.47000122070312,-5.73,2.71,-2.39
ADBEQ22017,ADBE,"June 20, 2017 at 5:00 PM ET",144.24000549316406,140.91000366210938,138.0500030517578,142.41000366210938,2.36,2.07,-3.06
ADBEQ22018,ADBE,"June 14, 2018 at 5:00 PM ET",251.82000732421875,258.1000061035156,252.6999969482422,245.14999389648438,-2.43,2.14,3.08
ADBEQ22019,ADBE,"June 18, 2019 at 5:00 PM ET",291.2099914550781,276.7799987792969,278.1600036621094,278.25,5.21,-0.5,-0.03
ADBEQ22020,ADBE,"June 11, 2020 at 5:00 PM ET",406.5400085449219,387.6700134277344,390.44000244140625,382.1700134277344,4.87,-0.71,2.16
ADBEQ22021,ADBE,"June 17, 2021 at 5:00 PM ET",565.5900268554688,551.3599853515625,509.20001220703125,498.2799987792969,2.58,8.28,2.19
ADBEQ22022,ADBE,"June 16, 2022 at 5:00 PM ET",360.7900085449219,365.0799865722656,433.4200134277344,408.6000061035156,-1.18,-15.77,6.07
ADBEQ22023,ADBE,"June 15, 2023 at 5:00 PM ET",495.17999267578125,490.9100036621094,432.8900146484375,392.05999755859375,0.87,13.4,10.41
ADBEQ32014,ADBE,"September 16, 2014 at 5:00 PM ET",67.30000305175781,70.7300033569336,73.12999725341797,71.52999877929688,-4.85,-3.28,2.24
ADBEQ32015,ADBE,"September 17, 2015 at 5:00 PM ET",81.25,80.30999755859375,79.77999877929688,78.91000366210938,1.17,0.66,1.1
ADBEQ32016,ADBE,"September 20, 2016 at 5:00 PM ET",107.77999877929688,100.62000274658203,99.37999725341797,102.0,7.12,1.25,-2.57
ADBEQ32017,ADBE,"September 19, 2017 at 5:00 PM ET",149.9600067138672,156.60000610351562,155.33999633789062,152.13999938964844,-4.24,0.81,2.1
ADBEQ32018,ADBE,"September 13, 2018 at 5:00 PM ET",274.69000244140625,268.5199890136719,266.67999267578125,257.0,2.3,0.69,3.77
ADBEQ32019,ADBE,"September 17, 2019 at 5:00 PM ET",279.7200012207031,284.69000244140625,284.94000244140625,289.45001220703125,-1.75,-0.09,-1.56
ADBEQ32020,ADBE,"September 15, 2020 at 5:00 PM ET",476.0,497.6700134277344,491.94000244140625,484.42999267578125,-4.35,1.16,1.55
ADBEQ32021,ADBE,"September 21, 2021 at 5:00 PM ET",626.0800170898438,645.8900146484375,658.9400024414062,663.7000122070312,-3.07,-1.98,-0.72
