File Name,average_volume_50_days,quant_score_NER,financial_performance_score,market_position_score,strategic_direction_score,operational_aspects_score,financial_indicators_score,risks_challenges_score,economic_factors_score,% Change Revenue,% Change EPS GAAP,% Change EPS Normalized,Ticker,Earnings Date and Time,closing_price_next_day,closing_price_previous_day,price_7_days_before,price_15_days_before,perc_change_next_prev,perc_change_prev_7,perc_change_7_15,Month
AXP2023Q3,4254835.294117647,0.6414653846153846,0.8054944444444445,0.8594833333333334,0.734378947368421,0.9436,0.724690909090909,0.5071166666666667,0.8192764705882353,0.11,12.08,11.87,AXP,2023-10-20 08:30:00,140.67825317382812,148.6775360107422,150.55563354492188,147.64361572265625,-5.38,-1.25,1.97,10.0
AXP2018Q4,3739050.0,0.7123461538461537,0.771485294117647,0.8401567567567568,0.7846761904761902,0.8074,0.5929368421052632,0.5062647058823531,0.6720178571428572,-0.65,29.14,-3.17,AXP,2019-01-17 17:00:00,93.34600830078124,92.42628479003906,91.6459503173828,87.59929656982422,1.0,0.85,4.62,1.0
AXP2019Q4,2763118.1818181816,0.8317518518518517,0.8372304347826087,0.8169727272727272,0.7177571428571428,0.58395,0.66364,0.3988166666666666,0.7724409090909091,0.06,0.96,0.91,AXP,2020-01-24 08:30:00,127.27842712402344,123.75521087646484,122.29508209228516,117.37765502929688,2.85,1.19,4.19,1.0
AXP2020Q4,3027003.0303030303,0.7535999999999999,0.7203846153846153,0.7910189189189188,0.8104478260869563,0.5261666666666667,0.5937523809523808,0.5596200000000001,0.7167785714285715,0.31,36.03,35.17,AXP,2021-01-26 08:30:00,111.37527465820312,116.16973876953124,117.12862396240234,113.3940658569336,-4.13,-0.82,3.29,1.0
AXP2021Q4,3718900.0,0.829775,0.7728827586206897,0.7911862068965518,0.7223266666666667,0.2732,0.8903149999999999,0.0544999999999999,0.8106250000000002,5.16,18.31,18.71,AXP,2022-01-25 08:30:00,167.76206970214844,154.02012634277344,163.19757080078125,167.82540893554688,8.92,-5.62,-2.76,1.0
AXP2022Q4,4838252.777777778,0.6664081081081081,0.7773035714285713,0.8344864864864865,0.7969874999999998,0.6891333333333334,0.6687888888888889,0.47045,0.5772999999999999,-0.51,-7.25,-7.45,AXP,2023-01-27 08:30:00,169.31398010253906,153.16964721679688,147.80459594726562,147.5589141845703,10.54,3.63,0.17,1.0
AXP2023Q4,2768447.222222222,0.7941439999999999,0.7286653846153848,0.8432870967741936,0.8739499999999999,0.74232,0.6383615384615384,0.49096,0.6491866666666666,-0.94,-0.35,-1.01,AXP,2024-01-26 08:30:00,200.80783081054688,187.48912048339844,180.44094848632807,188.47604370117188,7.1,3.91,-4.26,1.0
BA2018Q1,17664550.0,0.8415363636363636,0.7784000000000001,0.8137633333333333,0.8653346153846152,0.6884270270270271,0.7656428571428572,0.5064857142857143,0.7098100000000003,5.12,33.24,39.25,BA,2018-04-25 10:30:00,328.3560485839844,315.1398010253906,317.7351989746094,313.5883483886719,4.19,-0.82,1.32,4.0
BA2019Q1,9556686.111111112,0.5840833333333333,0.47992,0.7722296296296295,0.7259173913043478,0.5964166666666668,0.721446153846154,0.41403,0.5789705882352941,-0.55,3.03,-1.04,BA,2019-04-24 10:30:00,366.6661376953125,365.25982666015625,366.6661376953125,375.7287902832031,0.39,-0.38,-2.41,4.0
BA2020Q1,5995236.111111111,0.25043,0.3763333333333334,0.6194222222222223,0.48283,0.4364617647058824,0.563732,0.3026588235294117,0.4596499999999999,0.02,15.49,14.32,BA,2020-04-29 10:30:00,139.0,131.3000030517578,143.61000061035156,146.8699951171875,5.86,-8.57,-2.22,4.0
BA2021Q1,6194502.777777778,0.5419625,0.6501473684210527,0.7193,0.8176105263157896,0.6414724137931035,0.7051299999999999,0.5099454545454545,0.6032545454545454,0.91,47.11,41.01,BA,2021-04-28 10:30:00,235.4600067138672,242.47000122070312,244.1499938964844,252.5800018310547,-2.89,-0.69,-3.34,4.0
BA2022Q1,4244338.888888889,0.5209083333333333,0.3305681818181817,0.70512,0.3943857142857143,0.5954850000000002,0.5905807692307691,0.23284,0.3689666666666666,-12.07,-1204.74,995.84,BA,2022-04-27 10:30:00,154.4600067138672,167.0399932861328,179.85000610351562,178.72000122070312,-7.53,-7.12,0.63,4.0
BA2023Q1,3149866.6666666665,0.6331846153846155,0.5282722222222221,0.5558344827586207,0.698609090909091,0.3814999999999999,0.6658809523809524,0.1518470588235294,0.4676818181818181,2.05,50.82,20.87,BA,2023-04-26 10:30:00,203.02999877929688,202.19000244140625,205.02999877929688,210.0,0.42,-1.39,-2.37,4.0
BA2018Q2,12857497.222222222,0.844063157894737,0.74373,0.7357880952380951,0.8281125,0.7660068965517242,0.7396624999999998,0.6408307692307692,0.7652375,0.98,-0.98,1.9,BA,2018-07-25 10:30:00,342.5639343261719,344.82574462890625,342.7372131347656,320.43670654296875,-0.66,0.61,6.96,7.0
BA2019Q2,10557728.57142857,0.66145625,0.5896642857142858,0.7080151515151516,0.6512391304347827,0.6468033333333334,0.7160833333333332,0.4717846153846153,0.7569782608695653,4.64,-17.0,-12.57,BA,2019-07-24 10:30:00,354.9925537109375,366.42523193359375,355.1693115234375,348.1565246582031,-3.12,3.17,2.01,7.0
BA2020Q2,6123780.0,0.2784285714285714,0.4424,0.4156548387096773,0.5745999999999999,0.4541735294117648,0.5746888888888888,0.4364285714285714,0.4113625000000001,-8.8,107.4,89.6,BA,2020-07-29 10:30:00,166.00999450683594,170.83999633789062,174.4199981689453,180.0800018310547,-2.83,-2.05,-3.14,7.0
BA2021Q2,4145970.2702702703,0.7886214285714287,0.6659666666666667,0.6851064516129032,0.6869619047619047,0.6445750000000001,0.7842681818181817,0.4733421052631578,0.632075,0.66,-603.63,-154.9,BA,2021-07-28 10:30:00,231.57000732421875,222.2700042724609,206.9900054931641,231.77999877929688,4.18,7.38,-10.7,7.0
BA2022Q2,3992525.0,0.4549066666666667,0.4813117647058823,0.5865527777777778,0.57460625,0.5040090909090909,0.640652380952381,0.5621538461538461,0.3753481481481481,-4.83,-15.23,246.34,BA,2022-07-27 10:30:00,156.08999633789062,155.9199981689453,147.72000122070312,136.30999755859375,0.11,5.55,8.37,7.0
BA2023Q2,3554843.243243243,0.6306,0.5712724137931035,0.6543192307692306,0.4434571428571429,0.5921200000000001,0.6323933333333334,0.4241666666666666,0.4616066666666666,6.35,-32.71,-8.24,BA,2023-07-26 10:30:00,232.8000030517578,214.1199951171875,211.8699951171875,213.30999755859372,8.72,1.06,-0.68,7.0
BA2018Q3,8806875.675675675,0.7664454545454545,0.6828615384615383,0.9113465116279068,0.7199916666666666,0.7692423076923078,0.7125840000000001,0.6129571428571429,0.7787882352941178,5.48,3.01,3.36,BA,2018-10-24 10:30:00,343.0282287597656,338.5790100097656,347.11962890625,379.4444580078125,1.31,-2.46,-8.52,10.0
BA2019Q3,7505659.459459459,0.4897428571428572,0.4393260869565218,0.7106333333333333,0.6460434782608697,0.5096617647058823,0.6862166666666666,0.3426714285714286,0.5268968750000002,0.09,-20.05,-31.4,BA,2019-10-23 10:30:00,336.522216796875,333.0631103515625,368.8204345703125,363.06842041015625,1.04,-9.7,1.58,10.0
BA2020Q3,5258967.567567567,0.3166545454545455,0.3478708333333334,0.4105979591836733,0.6297947368421053,0.4769218749999999,0.5580333333333335,0.1859444444444443,0.3047055555555555,1.76,-55.17,-37.14,BA,2020-10-28 10:30:00,148.13999938964844,155.24000549316406,167.11000061035156,164.61000061035156,-4.57,-7.1,1.52,10.0
BA2021Q3,4713970.588235294,0.5340866666666667,0.480890909090909,0.6861967741935484,0.7712916666666666,0.5858870967741936,0.6292882352941177,0.5581304347826086,0.5624444444444445,-6.12,-136.86,299.02,BA,2021-10-27 10:00:00,206.6100006103516,209.80999755859372,216.97999572753903,224.9900054931641,-1.53,-3.3,-3.56,10.0
BA2022Q3,5272235.294117647,0.4517625,0.2851941176470588,0.4618266666666666,0.5136045454545455,0.5204947368421052,0.651613043478261,0.3853791666666666,0.4667411764705882,-11.11,-1132.83,-7213.26,BA,2022-10-26 10:30:00,133.7899932861328,146.64999389648438,136.08999633789062,132.11000061035156,-8.77,7.76,3.01,10.0
BA2023Q3,3171535.294117647,0.5564640000000001,0.6630086956521738,0.5880620689655172,0.626253846153846,0.5336666666666667,0.5922391304347825,0.3263466666666667,0.5450176470588236,-1.08,23.44,25.01,BA,2023-10-25 10:30:00,177.72999572753906,182.3600006103516,184.92999267578125,186.72999572753903,-2.54,-1.39,-0.96,10.0
BA2018Q4,9616842.857142856,0.8199823529411764,0.7337181818181818,0.7051714285714284,0.7186032258064515,0.6555545454545454,0.8039499999999998,0.34123,0.6525172413793103,5.89,18.44,20.42,BA,2019-01-30 10:30:00,376.7462768554688,354.5818786621094,354.4070129394531,334.0985107421875,6.25,0.05,6.08,1.0
BA2019Q4,7078047.05882353,0.4154363636363636,0.2872727272727272,0.6096194444444445,0.6134090909090909,0.6778238095238096,0.570905,0.5170866666666667,0.5983961538461539,-17.7,-186.04,97.58,BA,2020-01-29 10:30:00,320.1153869628906,314.6877136230469,322.2328186035156,329.4100952148437,1.72,-2.34,-2.18,1.0
BA2020Q4,11708897.05882353,0.3897588235294117,0.4986884615384616,0.6057651162790697,0.74285625,0.51608,0.5601892857142857,0.44444,0.5248999999999999,-0.23,1261.5,825.97,BA,2021-01-27 10:30:00,194.02999877929688,202.05999755859372,204.32000732421875,211.02999877929688,-3.97,-1.11,-3.18,1.0
BA2021Q4,106777537.14285716,0.600842105263158,0.4281611111111111,0.659904347826087,0.70928,0.6577999999999999,0.5515500000000001,0.4263142857142857,0.6211785714285716,-11.18,-3072.44,4731.92,BA,2022-01-26 10:30:00,194.2700042724609,204.1000061035156,225.9600067138672,213.07000732421875,-4.82,-9.67,6.05,1.0
BA2022Q4,95030971.42857143,0.5587941176470589,0.624692,0.6924351351351353,0.7502857142857142,0.4898869565217391,0.5933076923076923,0.5777916666666667,0.5530833333333335,-0.58,-263.68,-961.26,BA,2023-01-25 10:30:00,212.67999267578125,211.97999572753903,214.1300048828125,203.63999938964844,0.33,-1.0,5.15,1.0
BA2023Q4,70467350.0,0.649,0.6500529411764706,0.5853952380952381,0.56095,0.5646714285714286,0.5948599999999999,0.3897199999999999,0.4633636363636363,4.46,-87.27,-40.28,BA,2024-01-31 10:30:00,211.0399932861328,200.44000244140625,214.92999267578125,227.83999633789065,5.29,-6.74,-5.67,1.0
BAC2019Q1,55928832.35294118,0.6070648148148149,0.5640555555555555,0.8047675675675676,0.5703291666666667,0.5937500000000001,0.5016939393939394,0.44385,0.6038171428571428,-0.36,5.74,6.68,BAC,2019-04-16 08:30:00,26.405027389526367,26.36968040466309,25.698070526123047,24.045543670654297,0.13,2.61,6.87,4.0
BAC2020Q1,76620928.57142857,0.4405512820512819,0.2483181818181818,0.5399729729729729,0.56748,0.4490363636363637,0.4016513513513512,-0.0339799999999999,0.1703586206896551,1.12,-25.51,-33.43,BAC,2020-04-15 08:30:00,20.08092498779297,21.474550247192383,19.356956481933597,19.09452247619629,-6.49,10.94,1.37,4.0
BAC2021Q1,98630257.57575758,0.7479638297872339,0.6149666666666668,0.7851603448275859,0.8039421052631579,0.5818625000000001,0.5702571428571428,0.3167666666666667,0.558539393939394,4.31,30.98,32.86,BAC,2021-04-15 09:00:00,35.947547912597656,37.005367279052734,36.829063415527344,34.94538497924805,-2.86,0.48,5.39,4.0
BAC2022Q1,78366114.70588236,0.6365999999999999,0.7266142857142857,0.7064078124999996,0.5977,0.3704142857142857,0.5818980769230769,0.1114181818181818,0.5013074074074074,0.59,6.45,7.49,BAC,2022-04-18 08:30:00,36.74077987670898,35.5302734375,37.25145721435547,41.18561172485352,3.41,-4.62,-9.55,4.0
BAC2023Q1,65611939.39393939,0.6811022727272728,0.5643926829268293,0.6933111111111111,0.7102894736842106,0.3278,0.6154272727272727,0.3662777777777777,0.4703529411764706,4.11,13.93,14.6,BAC,2023-04-18 08:30:00,29.62077140808105,29.43661117553711,26.98436546325684,27.255762100219727,0.63,9.09,-1.0,4.0
BAC2018Q2,44464988.23529412,0.7446243902439027,0.7662642857142858,0.8044306122448974,0.8391842105263159,0.9055666666666669,0.8131441176470589,0.35135,0.7075466666666668,1.23,8.93,9.25,BAC,2018-07-16 08:30:00,25.91220474243164,24.84195709228516,24.29378318786621,24.781042098999023,4.31,2.26,-1.97,7.0
BAC2019Q2,47039965.625,0.5761661290322581,0.6125928571428572,0.6832895522388059,0.6810363636363637,0.5274,0.4542,0.4721399999999999,0.584588679245283,0.44,4.57,4.81,BAC,2019-07-17 08:30:00,25.934659957885746,25.756959915161133,25.94354057312012,24.797407150268555,0.69,-0.72,4.62,7.0
BAC2020Q2,45256151.51515152,0.4510046153846154,0.2487442307692307,0.5501978723404255,0.5746923076923077,0.45524,0.4293181818181819,0.2745533333333333,0.4601575000000001,3.4,28.62,30.18,BAC,2020-07-16 08:30:00,21.806568145751957,22.4171142578125,20.968202590942383,22.526464462280277,-2.72,6.91,-6.92,7.0
BAC2021Q2,90177637.14285716,0.5898545454545455,0.4785333333333333,0.6639591836734694,0.6489629629629627,0.7299714285714286,0.5891833333333333,0.1199833333333333,0.4523214285714285,-1.68,33.59,35.48,BAC,2021-07-14 09:00:00,36.2106819152832,37.14250564575195,38.34457015991211,37.45933151245117,-2.51,-3.13,2.36,7.0
BAC2022Q2,88844561.76470588,0.6143395833333334,0.6058969696969697,0.7042673469387756,0.7023444444444444,0.87775,0.632681081081081,0.5160083333333334,0.6114444444444445,-0.36,-2.97,-2.06,BAC,2022-07-18 08:30:00,30.68428039550781,30.674768447875977,30.30381965637207,30.76988410949707,0.03,1.22,-1.51,7.0
BAC2023Q2,65375080.0,0.6231418604651162,0.8218461538461537,0.7936272727272728,0.7010052631578949,0.83335,0.6579250000000001,0.1398714285714286,0.5421,1.04,5.62,4.87,BAC,2023-07-18 08:30:00,29.993915557861328,28.72381401062012,27.873825073242188,27.59049415588379,4.42,3.05,1.03,7.0
BAC2018Q3,47251505.71428572,0.7145244897959184,0.755972093023256,0.745676923076923,0.667755172413793,0.4215,0.7643470588235293,0.5725888888888888,0.6687586206896552,1.3,6.2,6.65,BAC,2018-10-15 08:30:00,24.411216735839844,24.88335609436035,26.60578155517578,26.876819610595703,-1.9,-6.47,-1.01,10.0
BAC2019Q3,42625761.76470588,0.7421588235294119,0.6040738095238095,0.7531142857142855,0.6677675675675676,0.7341333333333333,0.5376705882352941,0.5564071428571429,0.6838657894736846,0.99,10.51,9.66,BAC,2019-10-16 08:30:00,26.98203659057617,26.58853530883789,25.318578720092773,26.15925025939941,1.48,5.02,-3.21,10.0
BAC2020Q3,42083097.14285714,0.5571868421052633,0.4967692307692309,0.7229052631578948,0.4884482758620689,0.2946499999999999,0.522025,0.1979999999999999,0.4792833333333333,-2.07,2.53,2.39,BAC,2020-10-14 08:30:00,21.674015045166016,22.894437789916992,22.59162330627441,21.34367179870605,-5.33,1.34,5.85,10.0
BAC2021Q3,90333675.75757577,0.6199859999999999,0.6395457142857143,0.7819018867924528,0.706075,0.7605166666666666,0.637815625,0.4044666666666667,0.5865514285714285,5.28,19.78,21.6,BAC,2021-10-14 09:00:00,42.2125244140625,40.40488052368164,41.416412353515625,39.04682159423828,4.47,-2.44,6.07,10.0
BAC2022Q3,110261387.87878788,0.5944079999999999,0.5634955555555556,0.6535299999999999,0.6129241379310346,0.5866714285714286,0.6750562500000001,0.5415099999999999,0.5630864864864865,4.46,4.47,4.92,BAC,2022-10-17 08:30:00,32.18854904174805,30.350297927856445,30.120515823364254,29.708824157714844,6.06,0.76,1.39,10.0
BAC2023Q3,75461733.33333333,0.5380411764705884,0.6201677419354837,0.63189,0.5786483870967744,0.28096,0.5706448979591836,0.4000416666666666,0.5867000000000001,0.37,9.82,10.05,BAC,2023-10-17 08:30:00,27.209627151489254,26.588987350463867,25.68265724182129,26.766313552856445,2.33,3.53,-4.05,10.0
BAC2018Q4,53100491.42857143,0.6312837837837839,0.6635312499999999,0.7488657894736842,0.6753999999999999,0.6723,0.7127718749999999,0.3908666666666666,0.787596551724138,2.32,9.94,11.01,BAC,2019-01-16 08:00:00,25.01362609863281,23.34312057495117,22.47269821166992,21.19783592224121,7.16,3.87,6.01,1.0
BAC2019Q4,40266615.15151515,0.7425,0.7204437499999998,0.7571864406779663,0.794041379310345,0.4012571428571428,0.7705636363636363,0.6721928571428571,0.7343625,0.83,7.85,7.06,BAC,2020-01-15 08:30:00,31.17581558227539,31.76030921936035,31.33767318725586,31.670392990112305,-1.84,1.35,-1.05,1.0
BAC2020Q4,43264529.4117647,0.5029981818181818,0.389008108108108,0.5821237288135596,0.5097413793103448,0.4347999999999999,0.6334025000000002,0.2373714285714285,0.4982266666666666,-2.52,9.05,9.38,BAC,2021-01-19 08:30:00,30.25758171081543,30.47918701171875,30.035985946655277,27.70918846130371,-0.73,1.48,8.4,1.0
BAC2021Q4,353463.8888888889,0.590801754385965,0.7250263157894737,0.7879000000000002,0.6308137931034482,0.6846833333333334,0.6585875000000001,0.304675,0.7366031250000001,-0.64,8.18,8.57,BAC,2022-01-19 11:00:00,43.70500946044922,43.53561019897461,46.04837417602539,42.00161361694336,0.39,-5.46,9.63,1.0
BAC2022Q4,444352.77777777775,0.6308519230769232,0.5755190476190475,0.6615666666666666,0.6916586206896551,0.575842857142857,0.6266093023255815,0.2711714285714285,0.442382608695652,1.28,10.52,10.57,BAC,2023-01-13 09:30:00,33.92719650268555,33.1953010559082,32.87750625610352,31.269264221191406,2.2,0.97,5.14,1.0
BAC2023Q4,637300.0,0.5648275000000001,0.6312,0.6378771929824563,0.6917476190476191,0.81325,0.6251891891891894,0.26702,0.4685382978723406,-7.48,-39.17,-45.64,BAC,2024-01-12 11:00:00,32.57056427001953,32.91811752319336,33.29545593261719,33.1961555480957,-1.06,-1.13,0.3,1.0
BKNG2018Q1,394438.8888888889,0.75559,0.7366649999999997,0.7669617647058823,0.8049124999999999,0.8794,0.615455,0.516975,0.7309173913043479,2.03,25.01,12.52,BKNG,2018-05-09 16:30:00,2074.710693359375,2178.016357421875,2172.440673828125,2175.0341796875,-4.74,0.26,-0.12,5.0
BKNG2019Q1,299836.1111111111,0.7216157894736842,0.452990909090909,0.7363909090909091,0.7221137931034484,0.3500999999999999,0.6545875,0.36024,0.4670304347826087,-3.24,64.14,-0.84,BKNG,2019-05-09 16:30:00,1825.1793212890625,1731.5987548828125,1850.255126953125,1839.6024169921875,5.4,-6.41,0.58,5.0
BKNG2020Q1,349608.5714285714,0.2247466666666667,0.2569458333333334,0.5453694444444444,0.3713636363636363,0.5937714285714285,0.2945263157894737,0.13409,0.5553055555555555,4.36,-768.18,-26.64,BKNG,2020-05-07 16:30:00,1427.177734375,1440.2244873046875,1435.6461181640625,1403.8076171875,-0.91,0.32,2.27,5.0
BKNG2022Q1,372761.1111111111,0.40585,0.4442058823529412,0.5455464285714284,0.6276666666666666,0.8770333333333333,0.5556266666666667,0.1686571428571428,0.344340909090909,6.59,1302.65,193.84,BKNG,2022-05-04 16:30:00,2166.3662109375,2097.96142578125,2240.306884765625,2254.341064453125,3.26,-6.35,-0.62,5.0
BKNG2023Q1,296002.7777777777,0.3820352941176471,0.4467285714285713,0.664996875,0.62644,0.0,0.5740000000000001,0.429,0.4636466666666666,0.87,-24.51,8.0,BKNG,2023-05-04 16:30:00,2562.741943359375,2596.92431640625,2638.2685546875,2622.917724609375,-1.32,-1.57,0.59,5.0
BKNG2018Q2,431637.1428571429,0.4479666666666668,0.7312882352941178,0.8047500000000001,0.6361928571428572,0.85312,0.5984210526315789,0.3441,0.74717,2.51,22.48,19.04,BKNG,2018-08-09 08:00:00,1937.4320068359373,2039.7801513671875,2023.5416259765625,2005.4678955078125,-5.02,0.8,0.9,8.0
BKNG2019Q2,314682.8571428572,0.7144846153846152,0.5818416666666667,0.6631448275862071,0.7456761904761904,0.5046,0.5846440000000002,0.42618,0.5622533333333333,1.99,3.24,3.42,BKNG,2019-08-07 16:30:00,1936.0555419921875,1816.9105224609373,1914.650390625,1862.9725341796875,6.56,-5.1,2.77,8.0
BKNG2020Q2,412222.2222222223,0.4802210526315789,0.4337913043478261,0.620327027027027,0.46134,0.8263499999999999,0.53288,0.5046999999999999,0.2899812499999999,9.59,-121.33,-6.65,BKNG,2020-08-06 16:30:00,1750.001708984375,1747.318603515625,1677.457275390625,1742.331298828125,0.15,4.16,-3.72,8.0
BKNG2021Q2,251736.11111111112,0.6549526315789475,0.5679652173913042,0.6493625000000003,0.7255800000000001,0.7163571428571428,0.8688285714285715,0.45399,0.58552,14.45,12.63,18.35,BKNG,2021-08-04 16:30:00,2202.07470703125,2080.316162109375,2225.006103515625,2171.064208984375,5.85,-6.5,2.48,8.0
BKNG2022Q2,355440.54054054053,0.5616866666666668,0.3252214285714285,0.7408312500000003,0.6096866666666667,0.0,0.6205846153846154,0.783925,0.4421159999999999,-1.28,33.05,7.99,BKNG,2022-08-03 16:30:00,1942.2796630859373,1961.4605712890625,1829.987060546875,1733.59375,-0.98,7.18,5.56,8.0
BKNG2023Q2,255421.62162162163,0.6364666666666667,0.6258375000000002,0.7792914285714286,0.8102888888888891,0.0,0.6257611111111111,0.3925499999999999,0.6806363636363636,5.55,27.38,29.01,BKNG,2023-08-03 16:30:00,3055.341064453125,2832.6611328125,2934.91943359375,2827.294921875,7.86,-3.48,3.81,8.0
BKNG2018Q3,396740.5405405405,0.7402105263157895,0.5193333333333334,0.7083095238095237,0.6792260869565218,0.0,0.6853227272727273,0.5718166666666668,0.757345,0.85,-0.37,-0.91,BKNG,2018-11-05 16:30:00,1944.48388671875,1866.343994140625,1799.9239501953125,1806.70654296875,4.19,3.69,-0.38,11.0
BKNG2019Q3,265191.8918918919,0.5306500000000001,0.5329437499999999,0.6895416666666665,0.6586285714285713,0.5689200000000001,0.4946555555555554,0.6342,0.45002,-0.61,4.66,2.09,BKNG,2019-11-07 08:00:00,1845.2081298828125,2006.9541015625,2037.5858154296875,2023.3521728515625,-8.06,-1.5,0.7,11.0
BKNG2020Q3,501777.1428571429,0.6347,0.4385388888888888,0.6192764705882354,0.4367857142857142,0.6406666666666666,0.4902142857142857,0.4320299999999999,0.1943666666666667,4.44,46.71,-13.83,BKNG,2020-11-05 16:30:00,1779.197021484375,1763.79638671875,1693.3765869140625,1697.765380859375,0.87,4.16,-0.26,11.0
BKNG2021Q3,414885.7142857143,0.5862666666666666,0.5311956521739131,0.5562047619047622,0.7877285714285713,-0.2555,0.5656625,0.4146875000000001,0.5538,8.98,-40.99,14.14,BKNG,2021-11-03 16:30:00,2430.78955078125,2429.11376953125,2406.82080078125,2456.244384765625,0.07,0.93,-2.01,11.0
BKNG2022Q3,488740.0,0.5590142857142856,0.5430863636363635,0.6785470588235294,0.3209111111111111,0.49265,0.5307454545454545,0.7155400000000001,0.3683578947368421,2.25,-13.04,6.38,BKNG,2022-11-02 16:30:00,1821.06982421875,1773.6412353515625,1803.9437255859373,1671.343017578125,2.67,-1.68,7.93,11.0
BKNG2023Q3,387891.4285714286,0.648463157894737,0.4285416666666667,0.7706478260869565,0.7320894736842106,0.0,0.5054833333333334,0.0213499999999999,0.5057954545454545,1.07,6.44,6.49,BKNG,2023-11-02 16:30:00,2851.453125,2831.37451171875,2828.1328125,3041.21728515625,0.71,0.11,-7.01,11.0
BKNG2018Q4,315028.5714285714,0.7106090909090909,0.54138,0.7480200000000002,0.7121818181818181,0.6476333333333334,0.6208518518518519,0.4071333333333333,0.6790863636363638,-0.41,-25.05,15.3,BKNG,2019-02-27 16:30:00,1692.7083740234375,1901.1348876953125,1928.634521484375,1902.0626220703125,-10.96,-1.43,1.4,2.0
BKNG2019Q4,252542.85714285716,0.6109533333333332,0.7162291666666665,0.6951923076923077,0.6893529411764705,0.5320750000000001,0.8436136363636364,0.5831,0.625076,1.92,31.91,5.32,BKNG,2020-02-26 16:30:00,1655.6131591796875,1673.9163818359375,1985.8780517578125,1934.3399658203125,-1.09,-15.71,2.66,2.0
BKNG2020Q4,483768.5714285714,0.4405214285714285,0.5487421052631578,0.6699333333333334,0.5027352941176471,0.5443,0.4452583333333333,0.4778777777777777,0.5604588235294118,6.62,-28.59,-86.5,BKNG,2021-02-24 16:30:00,2267.397705078125,2437.262939453125,2145.0908203125,2022.1253662109373,-6.97,13.62,6.08,2.0
BKNG2021Q4,672717.1428571428,0.5960636363636364,0.4454166666666667,0.6345781249999999,0.6141391304347826,0.8781,0.4929624999999999,0.0541199999999999,0.6013923076923077,4.49,24.92,17.08,BKNG,2022-02-23 16:30:00,2289.14208984375,2463.52587890625,2539.162109375,2434.749267578125,-7.08,-2.98,4.29,2.0
BKNG2022Q4,465222.8571428572,0.5990611111111109,0.6032,0.6993043478260871,0.54249375,0.9287,0.6932466666666667,0.42595,0.46914,3.87,53.9,11.83,BKNG,2023-02-23 16:30:00,2446.219970703125,2420.29638671875,2464.74267578125,2448.42431640625,1.07,-1.8,0.67,2.0
BKNG2023Q4,543980.0,0.6578809523809523,0.6373380952380954,0.7333472222222223,0.847075,0.6444,0.6295,-0.0797666666666666,0.5923388888888889,1.56,-77.98,6.48,BKNG,2024-02-22 16:30:00,3497.010986328125,3892.030029296875,3738.044189453125,3549.366943359375,-10.15,4.12,5.32,2.0
BLK2019Q1,683651.4285714285,0.7634333333333332,0.7268777777777777,0.7721037037037037,0.7103739130434782,0.8391333333333333,0.6536689655172413,0.7420875,0.50194,-0.13,9.79,7.85,BLK,2019-04-16 08:30:00,409.71685791015625,396.8247985839844,390.88818359375,371.1900634765625,3.25,1.52,5.31,4.0
BLK2020Q1,607394.2857142857,0.7636217391304347,0.6810066666666668,0.6528682926829268,0.6851727272727272,0.5877666666666667,0.7585343750000001,0.4663032258064517,0.6669916666666666,1.19,-17.98,1.99,BLK,2020-04-16 07:30:00,415.3428039550781,400.9367065429688,400.9820251464844,408.9270324707031,3.59,-0.01,-1.94,4.0
BLK2021Q1,631754.2857142857,0.7750849999999999,0.7219666666666666,0.7238266666666667,0.7700407407407407,0.0,0.8559631578947368,0.6703533333333334,0.6276499999999999,1.38,-0.31,1.17,BLK,2021-04-15 08:30:00,757.7484130859375,742.2106323242188,724.2731323242188,674.0460205078125,2.09,2.48,7.45,4.0
BLK2022Q1,604614.7058823529,0.7760526315789474,0.8469928571428571,0.7508120000000001,0.822384375,0.6248,0.7275499999999998,0.6336428571428572,0.6182249999999999,-1.42,8.75,8.64,BLK,2022-04-13 08:30:00,676.7208862304688,677.7514038085938,739.5861206054688,696.311279296875,-0.15,-8.36,6.21,4.0
BLK2023Q1,599675.7575757576,0.697565,0.5438000000000001,0.8620062499999998,0.6624576923076924,0.5810666666666667,0.8116818181818181,0.707846153846154,0.5156333333333334,-0.01,0.38,2.63,BLK,2023-04-14 07:30:00,672.6495361328125,652.6061401367188,638.3131103515625,627.4546508789062,3.07,2.24,1.73,4.0
BLK2024Q1,562754.5454545454,0.7851033333333333,0.7285,0.7917162162162165,0.8005882352941176,0.50116,0.7889166666666667,0.5486583333333334,0.6824888888888889,0.44,12.81,4.47,BLK,2024-04-12 07:30:00,763.4000244140625,785.9600219726562,814.7999877929688,824.8300170898438,-2.87,-3.54,-1.22,4.0
BLK2018Q2,860551.5151515151,0.7537,0.6996133333333333,0.6798777777777778,0.7890136363636363,0.8535600000000001,0.7749039999999998,0.7192449999999999,0.8402642857142858,0.57,1.75,1.61,BLK,2018-07-16 08:30:00,433.0234069824219,435.7127990722656,422.7296752929688,442.6298522949219,-0.62,3.07,-4.5,7.0
BLK2019Q2,632354.5454545454,0.9378545454545454,0.6392833333333333,0.8490826086956523,0.879975,0.94066,0.8864173913043476,0.7992954545454546,0.63597,-1.34,-2.48,-2.56,BLK,2019-07-19 08:30:00,418.78118896484375,420.4626159667969,420.8165893554688,415.2945556640625,-0.4,-0.08,1.33,7.0
