File Name,average_volume_50_days,quant_score_NER,financial_performance_score,market_position_score,strategic_direction_score,operational_aspects_score,financial_indicators_score,risks_challenges_score,economic_factors_score,% Change Revenue,% Change EPS GAAP,% Change EPS Normalized,Ticker,Earnings Date and Time,closing_price_next_day,closing_price_previous_day,price_7_days_before,price_15_days_before,perc_change_next_prev,perc_change_prev_7,perc_change_7_15,Month
ABBV2018Q1,7482305.714285715,0.6586521739130434,0.6509285714285714,0.8087285714285715,0.7309384615384615,0.0726,0.6456481481481482,0.4001599999999999,0.6398555555555555,4.38,11.87,4.29,ABBV,2018-04-26 09:00:00,74.15089416503906,69.91218566894531,71.22107696533203,69.4515151977539,6.06,-1.84,2.55,4.0
ABBV2019Q1,5793740.0,0.6607842105263156,0.4979842105263157,0.71512,0.6821285714285715,0.2374333333333333,0.6462629629629629,0.6544777777777777,0.6027888888888889,0.22,-3.23,3.62,ABBV,2019-04-25 09:00:00,63.22956085205078,62.69560241699219,63.922889709472656,65.13137817382812,0.85,-1.92,-1.86,4.0
ABBV2020Q1,13428422.857142856,0.510475,0.543855,0.6694499999999999,0.6609380952380954,0.609575,0.5157115384615385,0.3460333333333332,0.5230238095238096,3.68,10.14,7.66,ABBV,2020-05-01 09:00:00,69.94954681396484,69.40914154052734,68.7927474975586,66.35082244873047,0.78,0.9,3.68,5.0
ABBV2021Q1,6890580.0,0.6311520000000003,0.8641000000000001,0.7320222222222221,0.7262555555555553,0.7517,0.6485375,0.5848928571428572,0.4343846153846154,1.25,57.94,4.26,ABBV,2021-04-30 09:00:00,98.91476440429688,98.37361907958984,98.29377746582033,94.25572204589844,0.55,0.08,4.28,4.0
ABBV2022Q1,7344854.285714285,0.7086416666666665,0.6334266666666668,0.6144062499999999,0.7172346153846154,0.17025,0.413040909090909,0.4287583333333333,0.5645714285714286,-0.55,23.44,0.56,ABBV,2022-04-29 09:00:00,135.88018798828125,144.60397338867188,144.96478271484375,160.49325561523438,-6.03,-0.25,-9.68,4.0
ABBV2023Q1,5886691.428571428,0.8304272727272728,0.7850933333333333,0.7901733333333333,0.5346958333333333,0.3454142857142857,0.7175884615384616,0.1753666666666666,0.8053692307692306,-0.04,-90.82,-1.37,ABBV,2023-04-27 09:00:00,143.0628204345703,155.48846435546875,153.36465454101562,153.83303833007812,-7.99,1.38,-0.3,4.0
ABBV2018Q2,6795417.142857143,0.7022099999999999,0.7080833333333333,0.8095999999999999,0.734106896551724,0.04375,0.8180878787878788,0.6061916666666666,0.459125,0.4,-27.62,1.32,ABBV,2018-07-27 09:00:00,69.61910247802734,72.21751403808594,72.5711441040039,73.75516510009766,-3.6,-0.49,-1.61,7.0
ABBV2019Q2,12662208.57142857,0.3150588235294118,0.4653499999999998,0.6585727272727273,0.6281730769230769,0.5881666666666666,0.5978727272727273,0.4192571428571429,0.5289111111111111,2.09,-73.51,2.46,ABBV,2019-07-26 09:00:00,54.82437896728516,53.93437957763672,55.27748107910156,58.1689453125,1.65,-2.43,-4.97,7.0
ABBV2020Q2,6903480.0,0.5367999999999998,0.634791304347826,0.7632133333333334,0.6078434782608696,-0.12382,0.5087758620689655,0.3549294117647059,0.3151999999999999,2.85,-123.65,6.36,ABBV,2020-07-31 09:00:00,81.11953735351562,82.0853271484375,83.5041275024414,81.76262664794922,-1.18,-1.7,2.13,7.0
ABBV2021Q2,5613582.857142857,0.6488720000000001,0.6652888888888889,0.7323525,0.6228812499999999,0.0,0.6469227272727273,0.5450833333333333,0.7181923076923078,2.37,-73.36,2.57,ABBV,2021-07-30 09:00:00,104.32318878173828,106.62852478027344,104.94212341308594,103.42138671875,-2.16,1.61,1.47,7.0
ABBV2022Q2,5915458.823529412,0.5572225806451614,0.5617055555555556,0.5642062499999999,0.6486903225806453,0.4915,0.5475805555555556,0.5727277777777778,0.6302166666666665,-0.39,-76.06,1.83,ABBV,2022-07-29 09:00:00,134.00440979003906,139.83111572265625,137.9075469970703,141.40310668945312,-4.17,1.39,-2.47,7.0
ABBV2023Q2,5796426.470588235,0.605027027027027,0.6665869565217392,0.6628204545454545,0.4571473684210526,0.0,0.6635142857142855,-0.2555666666666666,0.7865388888888889,2.55,-20.46,3.64,ABBV,2023-07-27 09:00:00,144.62942504882812,137.87646484375,132.70733642578125,131.8961181640625,4.9,3.9,0.62,7.0
ABBV2018Q3,6091786.111111111,0.6180526315789474,0.5634,0.7741222222222225,0.7513200000000001,-0.005,0.8239555555555556,0.3763875,0.7312133333333335,-0.01,11.17,6.78,ABBV,2018-11-02 09:00:00,61.81700897216797,62.322044372558594,61.70047378540039,70.46487426757812,-0.81,1.01,-12.44,11.0
ABBV2019Q3,7439708.333333333,0.4984999999999999,0.6468055555555555,0.7840807692307692,0.7390217391304349,0.6908,0.5357714285714286,0.3315222222222222,0.6070583333333333,1.34,-35.52,1.36,ABBV,2019-11-01 09:00:00,67.10812377929688,65.30216217041016,63.82453918457031,60.44245529174805,2.77,2.32,5.6,11.0
ABBV2020Q3,7280888.888888889,0.6812249999999997,0.6801933333333333,0.7439047619047618,0.8000193548387097,-0.0728666666666666,0.7380324324324324,0.379325,0.6351333333333332,1.32,-8.87,2.32,ABBV,2020-10-30 09:00:00,73.72541046142578,69.88754272460938,71.81082153320312,74.9571304321289,5.49,-2.68,-4.2,10.0
ABBV2021Q3,6578230.555555556,0.6665689655172413,0.6391235294117646,0.6979864864864863,0.8194307692307691,0.0,0.5860920000000001,0.44674,0.68072,0.3,-10.55,3.52,ABBV,2021-10-29 09:00:00,104.10807037353516,99.56861114501952,98.42467498779295,99.73046112060548,4.56,1.16,-1.31,10.0
ABBV2022Q3,5655869.444444444,0.787335,0.8548785714285715,0.8271499999999999,0.5675909090909091,0.0,0.6870928571428573,0.0300555555555555,0.6285411764705882,-0.89,-22.91,2.65,ABBV,2022-10-28 09:00:00,139.23536682128906,144.7911834716797,135.009521484375,129.5690155029297,-3.84,7.25,4.2,10.0
ABBV2023Q3,4287583.333333333,0.5919066666666667,0.6052620689655173,0.8496615384615384,0.6521441176470589,0.44165,0.6379216216216216,0.07012,0.5798739130434782,1.6,-41.86,2.8,ABBV,2023-10-27 09:00:00,136.3418731689453,142.4950714111328,146.4990692138672,144.03671264648438,-4.32,-2.73,1.71,10.0
ABBV2018Q4,6739751.515151516,0.7366999999999999,0.7604357142857143,0.7589178571428572,0.7204354838709676,-0.05945,0.67058125,0.6581571428571429,0.532525,-0.79,-176.03,-1.71,ABBV,2019-01-25 09:00:00,63.345985412597656,67.54597473144531,67.28643798828125,69.20614624023438,-6.22,0.39,-2.77,1.0
ABBV2019Q4,8485309.090909092,0.6811241379310347,0.7556833333333334,0.7946216216216218,0.6111242424242425,0.3818,0.7359129032258067,0.4403,0.7983444444444445,0.24,2.8,0.73,ABBV,2020-02-07 09:00:00,76.7839126586914,72.53246307373047,69.22118377685547,73.21469116210938,5.86,4.78,-5.45,2.0
ABBV2020Q4,7381130.303030303,0.6546862068965518,0.8347052631578946,0.8305090909090908,0.6642794117647057,-0.765,0.6784236842105265,0.4346692307692307,0.6685374999999999,1.18,-99.2,2.42,ABBV,2021-02-03 09:00:00,93.73860931396484,90.6884994506836,96.85008239746094,97.41978454589844,3.36,-6.36,-0.58,2.0
ABBV2021Q4,7785532.352941177,0.4760380952380952,0.668172,0.7387687499999999,0.5945685714285716,0.6502,0.5024903225806452,0.29739,0.6315272727272728,-0.5,7.79,0.84,ABBV,2022-02-02 09:00:00,127.1580581665039,125.6720199584961,121.2322235107422,124.64461517333984,1.18,3.66,-2.74,2.0
ABBV2022Q4,5326669.696969697,0.5261517241379309,0.6058925925925925,0.6459339285714284,0.6261722222222225,0.5040142857142857,0.5113756756756757,0.4736066666666667,0.5686148148148148,-1.41,-49.14,0.65,ABBV,2023-02-09 09:00:00,141.5968475341797,137.7022247314453,140.69223022460938,141.6063995361328,2.83,-2.13,-0.65,2.0
ABBV2023Q4,5349027.2727272725,0.6615142857142856,0.7772260869565216,0.7231243902439023,0.6734392857142858,0.2082999999999999,0.7795500000000003,0.41692,0.5519909090909091,1.96,-76.95,-0.32,ABBV,2024-02-02 09:00:00,167.10935974121094,166.0393524169922,162.70053100585938,160.89736938476562,0.64,2.05,1.12,2.0
ABT2018Q1,6586742.857142857,0.6582882352941177,0.6636608695652174,0.7117620689655174,0.5715035714285713,0.4152333333333333,0.4948785714285714,0.58604,0.7117699999999999,1.47,17.95,1.85,ABT,2018-04-18 09:00:00,53.7357292175293,53.98852157592773,52.310279846191406,53.21774673461914,-0.47,3.21,-1.71,4.0
ABT2019Q1,5441136.111111111,0.7873954545454548,0.90105,0.7169848484848486,0.7222333333333333,0.5364000000000001,0.5617625,0.4495714285714286,0.6679266666666667,0.59,28.09,2.13,ABT,2019-04-17 09:00:00,66.94548797607422,70.16048431396484,71.83226013183594,72.02436828613281,-4.58,-2.33,-0.27,4.0
ABT2020Q1,12834782.857142856,0.6504624999999999,0.7948999999999999,0.6422107142857142,0.6144499999999998,0.4073125000000001,0.5851428571428572,0.4627071428571429,0.52093,3.41,22.77,7.27,ABT,2020-04-16 09:00:00,89.62120819091797,84.89742279052734,76.16537475585938,70.47595977783203,5.56,11.46,8.07,4.0
ABT2021Q1,5084640.0,0.8144857142857143,0.7726263157894736,0.7780611111111111,0.7651230769230769,0.4324,0.8088083333333334,0.0070749999999999,0.6932250000000001,-2.05,9.67,3.99,ABT,2021-04-20 09:30:00,113.7068099975586,117.99922943115234,114.14051055908205,113.05481719970705,-3.64,3.38,0.96,4.0
ABT2022Q1,5275755.555555556,0.5205833333333333,0.2345166666666666,0.6014085714285712,0.5552826086956522,0.3379857142857143,0.3916083333333333,0.3877857142857142,0.6063312500000001,8.17,11.95,18.09,ABT,2021-11-09 09:00:00,120.71998596191406,121.07328033447266,123.06888580322266,113.95020294189452,-0.29,-1.62,8.0,11.0
ABT2023Q1,5663288.571428572,0.6981809523809525,0.7984904761904763,0.7923170212765956,0.7381,0.374175,0.7052812500000001,0.4633333333333334,0.5471133333333333,1.02,11.29,4.31,ABT,2023-04-19 09:00:00,110.05865478515624,102.08040618896484,101.13392639160156,96.17963409423828,7.82,0.94,5.15,4.0
ABT2018Q2,5096611.428571428,0.6583,0.7830333333333331,0.7422511111111111,0.5671897435897435,0.4235333333333333,0.7248238095238095,0.40295,0.6400869565217391,0.77,0.0,2.86,ABT,2018-07-20 09:00:00,57.42340087890625,57.8405647277832,56.48932647705078,55.06287384033203,-0.72,2.39,2.59,7.0
ABT2019Q2,5112657.142857143,0.5785,0.6739285714285714,0.7553179487179489,0.6727885714285715,0.4921333333333333,0.6597529411764705,0.4500272727272726,0.6395944444444444,-0.22,16.09,2.23,ABT,2019-07-17 09:00:00,79.07170867919922,76.67447662353516,78.1612548828125,76.20468139648438,3.13,-1.9,2.57,7.0
ABT2020Q2,5867177.142857143,0.7009727272727273,0.7400625000000002,0.7137709677419355,0.7105708333333335,0.4734500000000001,0.57215,0.6166400000000001,0.501575,6.93,147.24,36.92,ABT,2020-07-16 09:30:00,90.34400939941406,90.65328216552734,86.31641387939453,83.66515350341797,-0.34,5.02,3.17,7.0
ABT2021Q2,6786265.714285715,0.6647599999999999,0.7826764705882353,0.7766875,0.8031826086956521,0.42984,0.7360199999999999,0.5105833333333333,0.60359,5.69,-0.69,14.92,ABT,2021-07-22 09:00:00,112.47516632080078,113.16950225830078,112.42760467529295,111.0157470703125,-0.61,0.66,1.27,7.0
ABT2022Q2,6884932.352941177,0.4344187499999999,0.5782555555555556,0.7035615384615386,0.7202666666666667,0.38546,0.4555933333333333,0.4621111111111111,0.7549333333333333,8.24,44.36,25.29,ABT,2022-02-03 09:00:00,124.6719741821289,124.60490417480467,118.11786651611328,124.23121643066406,0.05,5.49,-4.92,2.0
ABT2023Q2,5024464.705882353,0.587275,0.5947399999999999,0.7133047619047621,0.7280625000000001,0.5449166666666667,0.5807399999999999,0.4069375,0.612764705882353,2.7,2.96,2.89,ABT,2023-07-20 09:30:00,110.13346862792967,105.6524887084961,105.36383056640624,105.52066802978516,4.24,0.27,-0.15,7.0
ABT2018Q3,6227740.0,0.4776124999999999,0.5878764705882353,0.7070410256410257,0.5362967741935484,0.247175,0.5192347826086957,0.20468,0.4738342857142857,0.07,-15.76,0.58,ABT,2018-10-17 09:00:00,63.95178985595703,64.60742950439453,64.7872543334961,66.05686950683594,-1.01,-0.28,-1.92,10.0
ABT2019Q3,4139840.0,0.7511166666666667,0.7138799999999998,0.7894605263157896,0.6560499999999999,0.319425,0.8098499999999998,0.5729916666666667,0.6525047619047619,-0.35,-5.33,-0.16,ABT,2019-10-16 09:00:00,75.70438385009766,75.88951873779297,74.71979522705078,76.39787292480469,-0.24,1.57,-2.2,10.0
ABT2020Q3,4925891.428571428,0.7649999999999999,0.8038538461538463,0.7347966666666667,0.7465192307692307,0.42508,0.8053,0.36285,0.7464000000000002,3.77,10.94,8.0,ABT,2020-10-21 09:00:00,99.60620880126952,101.89114379882812,104.07367706298828,101.9931411743164,-2.24,-2.1,2.04,10.0
ABT2021Q3,4969051.428571428,0.4876999999999999,0.7991157894736842,0.7484757575757577,0.609264864864865,0.3665166666666666,0.7452454545454547,0.4848,0.6360727272727272,14.26,73.8,47.91,ABT,2021-10-20 09:00:00,117.74089813232422,113.9501953125,111.17205810546876,113.6260757446289,3.33,2.5,-2.16,10.0
ABT2022Q3,5001160.0,0.3941545454545453,0.665670588235294,0.6762285714285715,0.7927533333333335,0.2966666666666666,0.4862181818181819,0.26361,0.52835,7.87,26.52,22.9,ABT,2022-05-05 09:00:00,108.7182846069336,111.30613708496094,112.52790832519533,113.22057342529295,-2.32,-1.09,-0.61,5.0
ABT2023Q3,4842794.285714285,0.6451999999999999,0.6681565217391302,0.7070552631578949,0.7187608695652175,0.0026749999999999,0.6552461538461538,0.41965,0.4705727272727273,3.31,3.56,3.7,ABT,2023-10-18 09:00:00,94.63125610351562,91.24449157714844,95.2920913696289,94.08074951171876,3.71,-4.25,1.29,10.0
ABT2018Q4,7609065.625,0.6484277777777778,0.661644,0.7146972972972974,0.6372051282051282,0.5592875,0.7563080000000001,0.5228125,0.6421521739130435,-0.76,-12.47,0.17,ABT,2019-01-23 09:00:00,63.95559310913086,65.4010238647461,62.45526123046875,63.28704452514648,-2.21,4.72,-1.31,1.0
ABT2019Q4,4664260.606060606,0.6927000000000001,0.7773,0.7519875,0.6696333333333334,0.34476,0.5967538461538461,0.3718599999999999,0.6693823529411765,0.7,-7.47,0.37,ABT,2020-01-22 09:30:00,85.3967056274414,83.41654968261719,78.7962646484375,80.40697479248047,2.37,5.86,-2.0,1.0
ABT2020Q4,4632272.727272728,0.7370666666666666,0.8318285714285715,0.7358322580645161,0.6406928571428571,0.555325,0.7850450000000001,0.5410166666666666,0.75083125,7.71,11.95,7.11,ABT,2021-01-27 09:00:00,107.90009307861328,108.31549072265624,105.07725524902344,103.64950561523438,-0.38,3.08,1.38,1.0
ABT2021Q4,5423002.777777778,0.5693714285714285,0.6249066666666667,0.6847291666666666,0.7264999999999999,0.44126,0.4752599999999999,0.3582,0.9392666666666668,7.21,24.15,9.48,ABT,2021-08-04 16:30:00,116.24176025390624,115.63302612304688,113.68313598632812,111.4478988647461,0.53,1.72,2.01,8.0
ABT2022Q4,4687806.060606061,0.6638384615384616,0.682352,0.885245945945946,0.6799249999999999,0.2085666666666667,0.6752625,0.644788888888889,0.5083800000000002,3.78,-0.87,9.65,ABT,2023-01-25 09:00:00,108.25328826904295,109.74543762207033,110.70118713378906,107.96923065185548,-1.36,-0.86,2.53,1.0
ABT2023Q4,4893115.151515151,0.73511875,0.7022,0.8172457142857142,0.8233039999999999,0.2206333333333333,0.6413933333333333,0.4983,0.71977,0.55,4.89,0.04,ABT,2024-01-24 09:00:00,110.22335052490234,113.43741607666016,113.35780334472656,108.45558166503906,-2.83,0.07,4.52,1.0
ACN2019Q1,2480179.411764706,0.8404250000000001,0.7641260869565217,0.7050692307692307,0.8769875,0.7976777777777778,0.6360857142857144,0.4520181818181818,0.7831588235294117,0.62,5.87,5.68,ACN,2018-12-20 08:00:00,132.78961181640625,139.69288635253906,146.48501586914062,149.04824829101562,-4.94,-4.64,-1.72,12.0
ACN2020Q1,1621988.5714285714,0.7919578947368421,0.8484769230769231,0.8310657142857143,0.8635611111111112,0.903222222222222,0.7784818181818182,0.6665,0.8622363636363637,1.9,5.21,4.92,ACN,2019-12-19 08:00:00,195.18472290039065,192.8046417236328,189.1689453125,188.5785980224609,1.23,1.92,0.31,12.0
ACN2021Q1,1863154.2857142857,0.7297565217391305,0.7547592592592592,0.6196,0.7432904761904761,0.63388,0.9053153846153846,0.3998833333333333,0.5491900000000001,3.5,12.49,5.95,ACN,2020-12-17 08:00:00,251.7963409423828,235.59190368652344,237.88644409179688,237.38186645507807,6.88,-0.96,0.21,12.0
ACN2022Q1,2203957.1428571427,0.6660105263157895,0.6859681818181819,0.7814216216216214,0.71070625,0.8090142857142858,0.6410538461538462,0.7173571428571428,0.8396272727272727,5.25,5.51,5.79,ACN,2021-12-16 08:00:00,386.1172180175781,361.7318115234375,357.9150085449219,349.2693176269531,6.74,1.07,2.48,12.0
ACN2023Q1,2021600.0,0.7675,0.7429393939393938,0.7925911764705882,0.7906833333333334,0.7516142857142858,0.8191200000000001,0.5375125000000001,0.6535272727272727,0.99,6.16,5.3,ACN,2022-12-16 08:00:00,258.39599609375,274.6531982421875,280.0950622558594,289.5816955566406,-5.92,-1.94,-3.28,12.0
ACN2024Q1,1922085.7142857143,0.6665137931034484,0.5259575757575756,0.7092913043478262,0.6478242424242425,0.6093416666666667,0.6431583333333334,0.7310714285714285,0.78802,0.18,3.14,4.46,ACN,2023-12-19 08:00:00,338.9550476074219,339.2925109863281,334.7070617675781,330.0719909667969,-0.1,1.37,1.4,12.0
ACN2019Q2,1874605.7142857143,0.7487533333333332,0.75892,0.7217852941176471,0.6807047619047617,0.7969,0.8533090909090909,0.2371571428571428,0.7508666666666667,1.52,9.97,10.07,ACN,2019-03-28 08:00:00,162.04962158203125,154.0452117919922,153.79534912109375,149.77005004882812,5.2,0.16,2.69,3.0
ACN2020Q2,3131137.1428571427,0.3747071428571428,0.7074944444444446,0.6124142857142856,0.7602583333333333,0.7769222222222222,0.5909933333333331,0.2886499999999999,0.8539727272727272,0.42,10.29,10.43,ACN,2020-03-19 08:00:00,149.09449768066406,142.18063354492188,164.2014617919922,175.37652587890625,4.86,-13.41,-6.37,3.0
ACN2021Q2,2059602.857142857,0.8684000000000001,0.8001695652173914,0.8194621621621622,0.7810900000000001,0.7812916666666668,0.7820538461538462,0.701675,0.6813818181818182,2.17,16.65,6.76,ACN,2021-03-18 08:00:00,254.9686737060547,252.4656524658203,243.0079040527344,242.4442596435547,0.99,3.89,0.23,3.0
ACN2022Q2,2676368.571428572,0.6840857142857143,0.7036264705882354,0.6903166666666666,0.7411333333333332,0.655,0.7047428571428572,0.38877,0.4847125,2.61,6.06,7.35,ACN,2022-03-17 08:00:00,308.7474975585937,313.9754333496094,291.46923828125,305.529541015625,-1.67,7.72,-4.6,3.0
ACN2023Q2,2317602.8571428573,0.6344882352941176,0.6912068965517241,0.7264777777777778,0.595147619047619,0.65438,0.7954461538461538,0.63378,0.5399272727272728,1.43,-4.05,-4.36,ACN,2023-03-23 08:00:00,266.4964599609375,248.4560089111328,247.68101501464844,260.2181091308594,7.26,0.31,-4.82,3.0
